അയ്യപ്പനും കോശിയും	| സംവിധായകൻ | സച്ചി
കുരങ്ങൻ ഗ്രഹത്തിന്റെ ഉദയം | ടാഗുകൾ | ഗ്രഹം
ചുവന്ന ഗ്രഹം | സംവിധായകൻ | ആന്റണി ഹോഫ്മാൻ
ചുവന്ന ഗ്രഹം | അഭിനേതാക്കൾ | വാൽ കിൽമർ
ചുവന്ന ഗ്രഹം | അഭിനേതാക്കൾ | ടോം കൂടുതൽ വലിപ്പം
ചുവന്ന ഗ്രഹം | റിലീസ്_വർഷം | 2000
ചുവന്ന ഗ്രഹം | വർഗ്ഗം | ത്രില്ലർ
ചുവന്ന ഗ്രഹം | ടാഗുകൾ | വാൽ കിൽമർ
നിധി ഗ്രഹം | സംവിധായകൻ | ജോൺ മസ്കർ
നിധി ഗ്രഹം | സംവിധായകൻ | റോൺ ക്ലെമന്റ്സ്
നിധി ഗ്രഹം | രചന | ജോൺ മസ്കർ
നിധി ഗ്രഹം | രചന | റോൺ ക്ലെമന്റ്സ്
നിധി ഗ്രഹം | രചന | റോബർട്ട് ലൂയിസ് സ്റ്റീവൻസൺ
നിധി ഗ്രഹം | അഭിനേതാക്കൾ | റോസ്‌കോ ലീ ബ്രൗൺ
നിധി ഗ്രഹം | റിലീസ്_വർഷം | 2002
നിധി ഗ്രഹം | വർഗ്ഗം | സാഹസികത
നിധി ഗ്രഹം | വർഗ്ഗം | ആനിമേഷൻ
നിധി ഗ്രഹം | ടാഗുകൾ | ആനിമേഷൻ
നിധി ഗ്രഹം | ടാഗുകൾ | ഡിസ്നി
നിധി ഗ്രഹം | ടാഗുകൾ | നിധി
നിധി ഗ്രഹം | ടാഗുകൾ | റോബർട്ട് ലൂയിസ് സ്റ്റീവൻസൺ
നിധി ഗ്രഹം | ടാഗുകൾ | റോൺ ക്ലെമന്റ്സ്
വാമ്പയർമാരുടെ ഗ്രഹം | സംവിധായകൻ | മരിയോ ബാവ
വാമ്പയർമാരുടെ ഗ്രഹം | രചന | ib melchior
വാമ്പയർമാരുടെ ഗ്രഹം | രചന | മരിയോ ബാവ
വാമ്പയർമാരുടെ ഗ്രഹം | രചന | ലൂയിസ് എം. ഉയർച്ചയിലേക്ക്
വാമ്പയർമാരുടെ ഗ്രഹം | രചന | ആൽബെർട്ടോ ബെവിലാക്വ
വാമ്പയർമാരുടെ ഗ്രഹം | രചന | callisto cosulich
വാമ്പയർമാരുടെ ഗ്രഹം | രചന | റെനാറ്റോ പെസ്ട്രിനീറോ
വാമ്പയർമാരുടെ ഗ്രഹം | രചന | റാഫേൽ ജെ. സാൽവിയ
വാമ്പയർമാരുടെ ഗ്രഹം | അഭിനേതാക്കൾ | ബാരി സള്ളിവൻ
വാമ്പയർമാരുടെ ഗ്രഹം | അഭിനേതാക്കൾ | നോർമ ബെംഗൽ
വാമ്പയർമാരുടെ ഗ്രഹം | റിലീസ്_വർഷം | 1965
വാമ്പയർമാരുടെ ഗ്രഹം | ഭാഷയിൽ | ഇറ്റാലിയൻ
വാമ്പയർമാരുടെ ഗ്രഹം | വർഗ്ഗം | ഭയങ്കരതം
മറ്റൊരു ഗ്രഹത്തിൽ നിന്നുള്ള സഹോദരൻ | സംവിധായകൻ | ജോൺ സെയ്ൽസ്
മറ്റൊരു ഗ്രഹത്തിൽ നിന്നുള്ള സഹോദരൻ | രചന | ജോൺ സെയ്ൽസ്
മറ്റൊരു ഗ്രഹത്തിൽ നിന്നുള്ള സഹോദരൻ | അഭിനേതാക്കൾ | ജോ മോർട്ടൺ
മറ്റൊരു ഗ്രഹത്തിൽ നിന്നുള്ള സഹോദരൻ | റിലീസ്_വർഷം | 1984
മറ്റൊരു ഗ്രഹത്തിൽ നിന്നുള്ള സഹോദരൻ | ടാഗുകൾ | ജോൺ സെയ്ൽസ്
മറ്റൊരു ഗ്രഹത്തിൽ നിന്നുള്ള സഹോദരൻ | ടാഗുകൾ | ഹാർലെം
വിലക്കപ്പെട്ട ഗ്രഹം | സംവിധായകൻ | ഫ്രെഡ് എം. വിൽകോക്സ്
വിലക്കപ്പെട്ട ഗ്രഹം | രചന | സിറിൽ ഹ്യൂം
വിലക്കപ്പെട്ട ഗ്രഹം | അഭിനേതാക്കൾ | ലെസ്ലി നീൽസൺ
വിലക്കപ്പെട്ട ഗ്രഹം | അഭിനേതാക്കൾ | വാൾട്ടർ പിഡ്ജോൺ
വിലക്കപ്പെട്ട ഗ്രഹം | അഭിനേതാക്കൾ | ആനി ഫ്രാൻസിസ്
വിലക്കപ്പെട്ട ഗ്രഹം | അഭിനേതാക്കൾ | വാറൻ സ്റ്റീവൻസ്
വിലക്കപ്പെട്ട ഗ്രഹം | റിലീസ്_വർഷം | 1956
വിലക്കപ്പെട്ട ഗ്രഹം | ടാഗുകൾ | bd-r
വിലക്കപ്പെട്ട ഗ്രഹം | ടാഗുകൾ | സ്ഥലം
വിലക്കപ്പെട്ട ഗ്രഹം | ടാഗുകൾ | സയൻസ് ഫിക്ഷൻ
വിലക്കപ്പെട്ട ഗ്രഹം | ടാഗുകൾ | ഷേക്സ്പിയർ
വിലക്കപ്പെട്ട ഗ്രഹം | ടാഗുകൾ | ലെസ്ലി നീൽസൺ
വന്യ, വന്യ ഗ്രഹം | സംവിധായകൻ | അന്റോണിയോ മാർഗരിറ്റി
വന്യ, വന്യ ഗ്രഹം | രചന | ഇവാൻ റെയ്നർ
വന്യ, വന്യ ഗ്രഹം | രചന | റെനാറ്റോ മോറെറ്റി
വന്യ, വന്യ ഗ്രഹം | അഭിനേതാക്കൾ | ടോണി റസ്സൽ
വന്യ, വന്യ ഗ്രഹം | അഭിനേതാക്കൾ | ലിസ ഗാസ്റ്റോണി
വന്യ, വന്യ ഗ്രഹം | അഭിനേതാക്കൾ | മാസിമോ സെറാറ്റോ
വന്യ, വന്യ ഗ്രഹം | റിലീസ്_വർഷം | 1965
വന്യ, വന്യ ഗ്രഹം | ഭാഷയിൽ | ഇറ്റാലിയൻ
കുരങ്ങുകളുടെ ഗ്രഹം | സംവിധായകൻ | ഫ്രാങ്ക്ലിൻ ജെ. ഷാഫ്നർ
കുരങ്ങുകളുടെ ഗ്രഹം | രചന | പിയറി ബുള്ളെ
കുരങ്ങുകളുടെ ഗ്രഹം | രചന | മൈക്കൽ വിൽസൺ
കുരങ്ങുകളുടെ ഗ്രഹം | രചന | വടി സെർലിംഗ്
കുരങ്ങുകളുടെ ഗ്രഹം | അഭിനേതാക്കൾ | ചാൾട്ടൺ ഹെസ്റ്റൺ
കുരങ്ങുകളുടെ ഗ്രഹം | അഭിനേതാക്കൾ | റോഡി മക്ഡോവാൾ
കുരങ്ങുകളുടെ ഗ്രഹം | അഭിനേതാക്കൾ | കിം വേട്ടക്കാരൻ
കുരങ്ങുകളുടെ ഗ്രഹം | അഭിനേതാക്കൾ | മൗറീസ് ഇവാൻസ്
കുരങ്ങുകളുടെ ഗ്രഹം | റിലീസ്_വർഷം | 1968
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | ഒറിജിനൽ
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | സയൻസ് ഫിക്ഷൻ
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | ദേശീയ ചലച്ചിത്ര രജിസ്ട്രി
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | സ്ക്രിപ്റ്റ്
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | ചാൾട്ടൺ ഹെസ്റ്റൺ
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | ഫ്രാങ്ക്ലിൻ ജെ. ഷാഫ്നർ
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | വടി സെർലിംഗ്
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | സംവിധായകൻ | മാറ്റ് റീവ്സ്
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | രചന | ബോംബാക്ക് അടയാളപ്പെടുത്തുക
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | രചന | അമണ്ട വെള്ളി
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | രചന | റിക്ക് ജാഫ
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | അഭിനേതാക്കൾ | ഗാരി ഓൾഡ്മാൻ
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | അഭിനേതാക്കൾ | ജേസൺ ക്ലാർക്ക്
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | അഭിനേതാക്കൾ | ആൻഡി സെർകിസ്
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | അഭിനേതാക്കൾ | കേറി റസ്സൽ
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | റിലീസ്_വർഷം | 2014
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | ടാഗുകൾ | തുടർച്ച
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | ടാഗുകൾ | വികാരപരമായ
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | ടാഗുകൾ | ആൻഡി സെർകിസ്
കുരങ്ങൻ ഗ്രഹത്തിന്റെ പ്രഭാതം | ടാഗുകൾ | മാറ്റ് റീവ്സ്
കുരങ്ങുകളുടെ ഗ്രഹം | സംവിധായകൻ | ടിം ബർട്ടൺ
കുരങ്ങുകളുടെ ഗ്രഹം | രചന | പിയറി ബുള്ളെ
കുരങ്ങുകളുടെ ഗ്രഹം | രചന | ലോറൻസ് കോണർ
കുരങ്ങുകളുടെ ഗ്രഹം | രചന | അടയാളം rosenthal
കുരങ്ങുകളുടെ ഗ്രഹം | അഭിനേതാക്കൾ | മാർക്ക് വാൾബെർഗ്
കുരങ്ങുകളുടെ ഗ്രഹം | അഭിനേതാക്കൾ | ഹെലീന ബോൺഹാം കാർട്ടർ
കുരങ്ങുകളുടെ ഗ്രഹം | അഭിനേതാക്കൾ | ടിം റോത്ത്
കുരങ്ങുകളുടെ ഗ്രഹം | അഭിനേതാക്കൾ | മൈക്കൽ ക്ലാർക്ക് ഡങ്കൻ
കുരങ്ങുകളുടെ ഗ്രഹം | റിലീസ്_വർഷം | 2001
കുരങ്ങുകളുടെ ഗ്രഹം | ഭാഷയിൽ | ഇംഗ്ലീഷ്
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | റീമേക്ക്
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | ടിം ബർട്ടൺ
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | മാർക്ക് വാൾബെർഗ്
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | കലാപം
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | ഹെലീന ബോൺഹാം കാർട്ടർ
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | ഏകാന്ത
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | കുരങ്ങുകൾ
കുരങ്ങുകളുടെ ഗ്രഹം | ടാഗുകൾ | തകര്ച്ച
കുരങ്ങന്മാരുടെ ഗ്രഹത്തിൽ നിന്ന് രക്ഷപ്പെടുക | സംവിധായകൻ | ഡോൺ ടെയ്‌ലർ
കുരങ്ങന്മാരുടെ ഗ്രഹത്തിൽ നിന്ന് രക്ഷപ്പെടുക | രചന | പോൾ ഡെൻ
കുരങ്ങന്മാരുടെ ഗ്രഹത്തിൽ നിന്ന് രക്ഷപ്പെടുക | അഭിനേതാക്കൾ | റോഡി മക്ഡോവാൾ
കുരങ്ങന്മാരുടെ ഗ്രഹത്തിൽ നിന്ന് രക്ഷപ്പെടുക | അഭിനേതാക്കൾ | കിം വേട്ടക്കാരൻ
കുരങ്ങന്മാരുടെ ഗ്രഹത്തിൽ നിന്ന് രക്ഷപ്പെടുക | അഭിനേതാക്കൾ | ബ്രാഡ്ഫോർഡ് ഡിൽമാൻ
കുരങ്ങന്മാരുടെ ഗ്രഹത്തിൽ നിന്ന് രക്ഷപ്പെടുക | റിലീസ്_വർഷം | 1971
അന്യഗ്രഹജീവികൾ | ടാഗുകൾ | ഗ്രഹം
ചരിത്രാതീത ഗ്രഹത്തിലേക്കുള്ള യാത്ര | സംവിധായകൻ | കർട്ടിസ് ഹാറിംഗ്ടൺ
ചരിത്രാതീത ഗ്രഹത്തിലേക്കുള്ള യാത്ര | രചന | കർട്ടിസ് ഹാറിംഗ്ടൺ
ചരിത്രാതീത ഗ്രഹത്തിലേക്കുള്ള യാത്ര | അഭിനേതാക്കൾ | ബേസിൽ റാത്ത്ബോൺ
ചരിത്രാതീത ഗ്രഹത്തിലേക്കുള്ള യാത്ര | റിലീസ്_വർഷം | 1965
ചരിത്രാതീത ഗ്രഹത്തിലേക്കുള്ള യാത്ര | ഭാഷയിൽ | ഇംഗ്ലീഷ്
കുരങ്ങുകളുടെ ഗ്രഹത്തിന് താഴെ | സംവിധായകൻ | ടെഡ് പോസ്റ്റ്
കുരങ്ങുകളുടെ ഗ്രഹത്തിന് താഴെ | രചന | പോൾ ഡെൻ
